// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).

0,12790,50
0,35433,5

0,35372,10
0,35417,30
0,35418,60
0,35419,120
0,35420,240

0,35427,30
0,35428,90
0,35429,180
0,35430,360
0,35431,720

0,5766,2500
0,5389,2000
0,5490,1800
0,5344,2500
0,5401,1500
0,18613,2400
0,5377,1800
0,5478,1500
0,5564,2000
0,5373,1800
0,5276,2000
0,5664,1800
0,5269,2500
0,5376,2000
0,5361,1500
0,5569,2000
0,5471,2300
0,5273,2000
0,5363,1800
0,5181,1600
0,5383,2000
0,5423,2000
0,5372,2000
0,5662,2500
0,5663,2500
0,5324,2200
0,5527,2000
0,5402,2000
0,5469,2000
0,5468,1800
0,5358,1800
0,5305,1800
0,5495,2500
0,5293,2200
0,5325,1800
0,5359,2000
0,5388,2000
0,5297,1800
0,5462,1800
0,5509,2000
0,5430,2000

0,12028,2
0,12030,2
0,12029,2
0,12031,2

0,35008,15
0,35009,15
0,35010,15
0,35011,15
0,35012,15
0,35013,15
0,35014,15

0,14545,30
0,7776,1000


4,5766,2500
4,5389,2000
4,5490,1800
4,5344,2500
4,5401,1500
4,18613,2400
4,5377,1800
4,5478,1500
4,5564,2000
4,5373,1800
4,5276,2000
4,5664,1800
4,5269,2500
4,5376,2000
4,5361,1500
4,5569,2000
4,5471,2300
4,5273,2000
4,5363,1800
4,5181,1600
4,5383,2000
4,5423,2000
4,5372,2000
4,5662,2500
4,5663,2500
4,5324,2200
4,5527,2000
4,5402,2000
4,5469,2000
4,5468,1800
4,5358,1800
4,5305,1800
4,5495,2500
4,5293,2200
4,5325,1800
4,5359,2000
4,5388,2000
4,5297,1800
4,5462,1800
4,5509,2000
4,5430,2000
4,5283,2400
4,5382,2000
4,5565,2000
4,5421,2500
4,5219,2000
4,5380,2000
4,5341,2200
4,5378,2100
4,5497,2200

2,19805,1000
2,19806,1000
2,19807,1000
2,19815,1000
2,19816,1000
2,19823,1000
2,19824,1400
2,19825,1000
2,19663,1400
2,19728,1000
2,19750,1000
2,19751,1500
2,19752,1400
2,19762,1000
2,19776,1500
2,19777,1200
2,19510,1000
2,19516,1000
2,19520,1000
2,19521,1000
2,19543,1000
2,19577,1200
2,19581,1000
2,31040,1400
2,18741,2000
2,18742,1200
2,18743,1200
2,31153,1000
2,19952,1200
2,20052,1200
2,31027,1000
2,31028,1200
2,31029,1000
2,31030,1000
2,31031,1200
2,31032,1200
2,31033,1400
2,31036,1200
2,31038,1500
2,31120,1600
2,31121,1400
2,31123,1600
2,31138,2000
2,31139,1400
2,31463,1200
2,31299,2000
2,20249,2500
2,19294,2000
2,19507,1200
2,19515,1000

5,12913,20
5,12914,20
5,13749,10
5,13755,10
5,13718,10
5,35296,2
5,12029,2
5,35298,2
5,35299,2

6,35372,10
6,35417,30
6,35418,60
6,35419,120
6,35420,240
6,35427,30
6,35428,90
6,35429,180
6,35430,360
6,35431,720
6,14545,30


7,35008,15
7,35009,15
7,35010,15
7,35011,15
7,35012,15
7,35013,15
7,35014,15
